報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年19週(05月08日～05月14日),2023年05月17日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
福岡県,859,7.16,32,0.27,40,0.33,42,0.35,39,0.33,35,0.29,47,0.39,46,0.38,45,0.38,42,0.35,38,0.32,43,0.36,43,0.36,44,0.37,41,0.34,54,0.45,63,0.53,56,0.47,40,0.33,69,0.58
佐賀県,200,8.7,11,0.48,12,0.52,12,0.52,5,0.22,6,0.26,8,0.35,10,0.43,18,0.78,12,0.52,8,0.35,20,0.87,7,0.3,10,0.43,11,0.48,14,0.61,6,0.26,14,0.61,5,0.22,11,0.48
長崎県,227,5.16,9,0.2,11,0.25,13,0.3,5,0.11,9,0.2,10,0.23,13,0.3,10,0.23,10,0.23,9,0.2,14,0.32,8,0.18,9,0.2,15,0.34,16,0.36,20,0.45,15,0.34,15,0.34,16,0.36
熊本県,403,8.22,18,0.36,22,0.44,21,0.42,26,0.52,23,0.46,14,0.28,22,0.44,17,0.34,19,0.38,23,0.46,26,0.52,13,0.27,16,0.33,24,0.5,24,0.51,20,0.42,28,0.57,21,0.42,26,0.52
大分県,273,7.58,9,0.25,8,0.22,12,0.33,15,0.42,15,0.42,23,0.64,12,0.33,10,0.28,12,0.33,13,0.36,15,0.42,18,0.5,16,0.44,12,0.33,14,0.39,24,0.67,13,0.36,13,0.36,19,0.53
宮崎県,295,8.43,10,0.28,16,0.44,12,0.34,18,0.5,17,0.47,11,0.31,12,0.33,7,0.19,13,0.36,16,0.44,16,0.44,14,0.39,21,0.58,17,0.47,15,0.42,21,0.58,19,0.54,17,0.47,23,0.64
鹿児島県,290,5.47,10,0.19,18,0.33,15,0.28,12,0.22,17,0.31,19,0.35,16,0.3,13,0.24,14,0.26,18,0.33,16,0.3,16,0.3,14,0.27,12,0.23,17,0.32,17,0.32,15,0.28,15,0.28,16,0.3
沖縄県,131,4.09,7,0.21,7,0.21,4,0.12,4,0.12,4,0.12,7,0.22,4,0.13,7,0.22,7,0.22,6,0.19,2,0.06,7,0.22,10,0.3,7,0.21,6,0.19,9,0.28,11,0.34,8,0.26,14,0.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,6841,2.18,83,0.03,138,0.04,190,0.06,170,0.05,156,0.05,126,0.04,158,0.05,153,0.05,118,0.04,154,0.05,173,0.06,187,0.06,312,0.1,322,0.1,580,0.19,871,0.28,1028,0.33,888,0.28,1034,0.33
北海道,64,0.46,1,0.01,3,0.02,6,0.04,2,0.01,2,0.01,5,0.04,3,0.02,5,0.04,1,0.01,3,0.02,3,0.02,5,0.04,3,0.02,2,0.01,3,0.02,5,0.04,4,0.03,5,0.04,3,0.02
青森県,5,0.12,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0
岩手県,3,0.08,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,10,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,0,0,1,0.02,3,0.05,0,0,1,0.02,3,0.06
秋田県,36,1.09,5,0.15,2,0.06,12,0.36,8,0.24,1,0.03,1,0.03,3,0.09,1,0.03,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03
山形県,1,0.04,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,6,0.12,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,2,0.04
茨城県,44,0.59,1,0.01,1,0.01,0,0,0,0,0,0,1,0.01,2,0.03,0,0,1,0.01,0,0,0,0,2,0.03,0,0,3,0.04,6,0.08,5,0.07,8,0.1,6,0.08,8,0.11
栃木県,20,0.42,0,0,0,0,0,0,2,0.04,1,0.02,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,3,0.06,12,0.25
群馬県,14,0.26,0,0,1,0.02,0,0,0,0,1,0.02,2,0.04,1,0.02,2,0.04,2,0.04,0,0,0,0,0,0,0,0,2,0.04,1,0.02,1,0.02,1,0.02,0,0,0,0
埼玉県,64,0.4,0,0,1,0.01,1,0.01,2,0.01,1,0.01,1,0.01,0,0,1,0.01,0,0,2,0.01,5,0.03,1,0.01,1,0.01,5,0.03,3,0.02,8,0.05,13,0.08,8,0.05,11,0.07
千葉県,75,0.58,0,0,1,0.01,0,0,0,0,2,0.02,1,0.01,2,0.02,2,0.02,2,0.02,0,0,1,0.01,3,0.02,1,0.01,1,0.01,9,0.07,5,0.04,7,0.05,12,0.1,26,0.2
東京都,255,0.98,3,0.01,1,0,8,0.03,2,0.01,3,0.01,4,0.02,6,0.02,0,0,1,0,2,0.01,3,0.01,2,0.01,5,0.02,10,0.04,16,0.06,48,0.19,34,0.13,43,0.17,64,0.25
神奈川県,143,0.63,4,0.02,2,0.01,9,0.04,2,0.01,3,0.01,3,0.01,2,0.01,3,0.01,0,0,2,0.01,6,0.03,0,0,2,0.01,7,0.03,8,0.04,11,0.05,20,0.09,32,0.14,27,0.12
新潟県,15,0.27,1,0.02,0,0,0,0,0,0,2,0.04,0,0,2,0.04,0,0,0,0,1,0.02,0,0,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,1,0.02,4,0.07
富山県,36,1.24,1,0.03,1,0.03,1,0.03,1,0.03,0,0,1,0.03,1,0.03,2,0.07,2,0.07,0,0,0,0,2,0.07,1,0.03,1,0.03,1,0.03,5,0.17,2,0.07,5,0.17,9,0.31
石川県,95,3.28,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,12,0.41,15,0.52,12,0.41,18,0.62,32,1.1
福井県,132,5.74,1,0.04,1,0.04,1,0.04,0,0,2,0.09,0,0,0,0,1,0.04,0,0,4,0.17,2,0.09,2,0.09,3,0.13,5,0.22,19,0.83,18,0.78,31,1.35,19,0.76,23,0.92
山梨県,3,0.13,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0
長野県,27,0.51,3,0.06,2,0.04,4,0.07,6,0.11,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,3,0.06,2,0.04,3,0.06
岐阜県,10,0.19,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0,2,0.04,0,0,1,0.02,2,0.04,1,0.02,0,0,2,0.04
静岡県,43,0.49,0,0,0,0,0,0,1,0.01,0,0,2,0.02,1,0.01,0,0,0,0,0,0,0,0,1,0.01,2,0.02,2,0.02,0,0,3,0.03,2,0.02,13,0.15,16,0.18
愛知県,84,0.46,0,0,2,0.01,0,0,0,0,0,0,0,0,0,0,1,0.01,2,0.01,3,0.02,0,0,2,0.01,7,0.04,1,0.01,1,0.01,8,0.04,16,0.09,13,0.07,28,0.15
三重県,12,0.27,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,2,0.04,0,0,0,0,5,0.11
滋賀県,31,0.89,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,6,0.17,1,0.03,2,0.06,4,0.11,5,0.14,1,0.03,8,0.22
京都府,81,1.08,0,0,5,0.07,8,0.11,9,0.12,8,0.11,5,0.07,3,0.04,2,0.03,1,0.01,1,0.01,0,0,1,0.01,1,0.01,4,0.05,3,0.04,3,0.04,12,0.16,2,0.03,13,0.17
大阪府,259,1.34,11,0.06,14,0.07,8,0.04,9,0.05,3,0.02,1,0.01,8,0.04,4,0.02,3,0.02,4,0.02,9,0.05,10,0.05,7,0.04,4,0.02,20,0.1,22,0.11,33,0.17,36,0.19,53,0.28
兵庫県,323,2.52,1,0.01,6,0.05,5,0.04,4,0.03,6,0.05,5,0.04,3,0.02,6,0.05,2,0.02,5,0.04,3,0.02,2,0.02,6,0.05,11,0.09,14,0.11,34,0.26,55,0.43,67,0.53,88,0.68
奈良県,39,1.15,1,0.03,1,0.03,1,0.03,1,0.03,2,0.06,0,0,0,0,2,0.06,0,0,1,0.03,1,0.03,2,0.06,1,0.03,1,0.03,1,0.03,1,0.03,6,0.18,7,0.21,10,0.29
和歌山県,8,0.27,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,5,0.17
鳥取県,9,0.47,1,0.05,0,0,0,0,0,0,0,0,0,0,2,0.11,2,0.11,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11,1,0.05
島根県,19,0.83,0,0,0,0,1,0.04,2,0.09,0,0,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0,1,0.04,3,0.13,1,0.04,0,0,0,0,3,0.13,2,0.09,3,0.13
岡山県,75,1.39,1,0.02,2,0.04,2,0.04,0,0,2,0.04,3,0.06,1,0.02,2,0.04,2,0.04,1,0.02,0,0,4,0.07,4,0.07,4,0.07,2,0.04,17,0.31,10,0.19,5,0.09,13,0.24
広島県,179,2.52,4,0.06,4,0.06,0,0,1,0.01,1,0.01,1,0.01,2,0.03,8,0.11,4,0.06,2,0.03,2,0.03,6,0.08,9,0.13,6,0.08,14,0.19,18,0.25,44,0.61,25,0.35,28,0.39
山口県,179,4.07,4,0.09,4,0.09,3,0.07,1,0.02,2,0.04,4,0.09,3,0.07,5,0.11,7,0.16,5,0.11,5,0.11,9,0.2,9,0.2,6,0.13,9,0.21,15,0.35,19,0.44,25,0.58,44,1.02
徳島県,19,0.83,0,0,0,0,2,0.09,2,0.09,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,11,0.48
香川県,102,3.64,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,2,0.07,2,0.07,0,0,1,0.04,0,0,0,0,3,0.11,13,0.46,14,0.5,36,1.29,16,0.57,13,0.46
愛媛県,22,0.61,3,0.08,1,0.03,0,0,0,0,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,3,0.08,3,0.08,1,0.03,0,0,5,0.14
高知県,243,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.11,2,0.07,5,0.19,17,0.63,15,0.56,24,0.89,51,1.89,58,2.15,45,1.67,23,0.88
福岡県,962,8.02,11,0.09,31,0.26,38,0.32,43,0.36,34,0.28,21,0.18,43,0.36,33,0.28,24,0.2,14,0.12,32,0.27,44,0.37,70,0.58,40,0.33,84,0.7,96,0.8,113,0.94,106,0.88,85,0.71
佐賀県,451,19.61,1,0.04,12,0.52,10,0.43,7,0.3,6,0.26,9,0.39,10,0.43,13,0.57,8,0.35,9,0.39,19,0.83,16,0.7,25,1.09,18,0.78,28,1.22,50,2.17,80,3.48,48,2.09,82,3.57
長崎県,677,15.39,1,0.02,2,0.05,4,0.09,5,0.11,5,0.11,7,0.16,7,0.16,3,0.07,0,0,7,0.16,6,0.14,8,0.18,37,0.84,46,1.05,88,2,146,3.32,146,3.32,94,2.14,65,1.48
熊本県,964,19.67,7,0.14,17,0.34,25,0.5,25,0.5,36,0.72,23,0.46,29,0.58,18,0.36,29,0.58,52,1.04,47,0.94,35,0.71,61,1.24,70,1.46,129,2.74,132,2.75,111,2.27,70,1.4,48,0.96
大分県,136,3.78,1,0.03,2,0.06,9,0.25,12,0.33,4,0.11,13,0.36,1,0.03,7,0.19,4,0.11,7,0.19,1,0.03,4,0.11,6,0.17,4,0.11,3,0.08,9,0.25,6,0.17,13,0.36,30,0.83
宮崎県,522,14.91,6,0.17,5,0.14,15,0.43,13,0.36,10,0.28,3,0.08,12,0.33,13,0.36,14,0.39,14,0.39,17,0.47,10,0.28,9,0.25,16,0.44,35,0.97,67,1.86,97,2.77,88,2.44,78,2.17
鹿児島県,289,5.45,1,0.02,9,0.17,15,0.28,6,0.11,14,0.26,6,0.11,6,0.11,10,0.19,4,0.07,7,0.13,3,0.06,5,0.09,8,0.15,22,0.42,19,0.36,36,0.68,30,0.57,42,0.79,46,0.87
沖縄県,55,1.72,4,0.12,1,0.03,0,0,1,0.03,3,0.09,0,0,1,0.03,1,0.03,0,0,1,0.03,2,0.06,3,0.09,0,0,5,0.15,6,0.19,8,0.25,5,0.16,11,0.35,3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1761,0.56,63,0.02,68,0.02,84,0.03,76,0.02,96,0.03,92,0.03,95,0.03,81,0.03,95,0.03,91,0.03,100,0.03,79,0.03,97,0.03,95,0.03,114,0.04,110,0.04,107,0.03,96,0.03,122,0.04
北海道,43,0.31,0,0,2,0.01,5,0.04,0,0,1,0.01,3,0.02,1,0.01,0,0,2,0.01,2,0.01,3,0.02,1,0.01,3,0.02,2,0.01,3,0.02,3,0.02,4,0.03,5,0.04,3,0.02
青森県,24,0.59,2,0.05,1,0.02,0,0,1,0.02,2,0.05,0,0,4,0.1,3,0.07,0,0,2,0.05,1,0.02,1,0.02,2,0.05,1,0.03,0,0,1,0.03,1,0.03,1,0.03,1,0.03
岩手県,13,0.33,0,0,1,0.03,0,0,0,0,2,0.05,2,0.05,1,0.03,0,0,1,0.03,3,0.08,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0
宮城県,25,0.44,2,0.03,0,0,1,0.02,0,0,2,0.03,1,0.02,2,0.03,1,0.02,4,0.07,2,0.03,0,0,2,0.03,0,0,2,0.04,2,0.04,1,0.02,1,0.02,1,0.02,1,0.02
秋田県,9,0.27,0,0,0,0,2,0.06,1,0.03,0,0,1,0.03,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03
山形県,17,0.61,1,0.03,2,0.07,2,0.07,0,0,0,0,2,0.07,0,0,0,0,3,0.1,0,0,1,0.03,3,0.1,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0
福島県,30,0.61,1,0.02,1,0.02,0,0,0,0,3,0.06,3,0.06,1,0.02,1,0.02,1,0.02,1,0.02,3,0.06,2,0.04,2,0.04,0,0,3,0.06,3,0.06,1,0.02,1,0.02,3,0.06
茨城県,32,0.43,7,0.09,2,0.03,0,0,1,0.01,0,0,0,0,1,0.01,1,0.01,2,0.03,3,0.04,2,0.03,0,0,3,0.04,2,0.03,3,0.04,3,0.04,1,0.01,1,0.01,0,0
栃木県,20,0.42,0,0,0,0,0,0,2,0.04,0,0,0,0,2,0.04,2,0.04,0,0,0,0,0,0,0,0,0,0,2,0.04,2,0.04,3,0.06,4,0.08,0,0,3,0.06
群馬県,45,0.85,3,0.06,0,0,0,0,4,0.08,1,0.02,4,0.08,3,0.06,2,0.04,0,0,2,0.04,1,0.02,1,0.02,7,0.13,3,0.06,1,0.02,1,0.02,2,0.04,7,0.13,3,0.06
埼玉県,130,0.81,5,0.03,1,0.01,10,0.06,6,0.04,8,0.05,6,0.04,8,0.05,7,0.04,9,0.06,7,0.04,10,0.06,6,0.04,7,0.04,8,0.05,5,0.03,7,0.04,7,0.04,3,0.02,10,0.06
千葉県,92,0.71,0,0,5,0.04,5,0.04,3,0.02,4,0.03,4,0.03,4,0.03,4,0.03,6,0.05,1,0.01,5,0.04,4,0.03,4,0.03,6,0.05,7,0.05,6,0.05,8,0.06,6,0.05,10,0.08
東京都,166,0.64,4,0.02,7,0.03,6,0.02,11,0.04,11,0.04,9,0.03,7,0.03,12,0.05,11,0.04,4,0.02,9,0.04,7,0.03,10,0.04,12,0.05,8,0.03,12,0.05,6,0.02,11,0.04,9,0.03
神奈川県,156,0.69,7,0.03,9,0.04,6,0.03,13,0.06,5,0.02,11,0.05,4,0.02,5,0.02,5,0.02,13,0.06,7,0.03,5,0.02,10,0.04,9,0.04,7,0.03,10,0.04,8,0.04,7,0.03,15,0.07
新潟県,35,0.64,1,0.02,3,0.05,0,0,0,0,4,0.07,3,0.05,3,0.05,2,0.04,2,0.04,2,0.04,3,0.05,1,0.02,1,0.02,2,0.04,2,0.04,0,0,1,0.02,2,0.04,3,0.06
富山県,9,0.31,1,0.03,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0
石川県,13,0.45,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,2,0.07,1,0.03,0,0,0,0,2,0.07,1,0.03,0,0,1,0.03,2,0.07
福井県,17,0.74,2,0.09,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,1,0.04,2,0.09,3,0.12,3,0.12
山梨県,14,0.58,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,0,0,2,0.08,0,0,0,0
長野県,16,0.3,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,2,0.04,1,0.02,3,0.06,2,0.04,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,2,0.04,0,0,0,0
岐阜県,12,0.23,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,1,0.02
静岡県,64,0.73,4,0.04,4,0.04,4,0.04,4,0.04,4,0.04,2,0.02,2,0.02,5,0.06,4,0.04,6,0.07,5,0.06,1,0.01,3,0.03,6,0.07,1,0.01,1,0.01,1,0.01,6,0.07,1,0.01
愛知県,70,0.38,0,0,3,0.02,0,0,2,0.01,3,0.02,5,0.03,4,0.02,4,0.02,1,0.01,3,0.02,7,0.04,3,0.02,4,0.02,3,0.02,8,0.04,7,0.04,5,0.03,4,0.02,4,0.02
三重県,17,0.39,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,2,0.04,0,0,0,0,0,0,3,0.07,2,0.04,1,0.02,0,0,0,0,1,0.02,1,0.02
滋賀県,14,0.4,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,0,0,1,0.03,5,0.14,0,0,0,0
京都府,21,0.28,1,0.01,0,0,0,0,1,0.01,4,0.05,0,0,2,0.03,0,0,0,0,1,0.01,1,0.01,1,0.01,1,0.01,0,0,2,0.03,1,0.01,2,0.03,1,0.01,3,0.04
大阪府,123,0.64,2,0.01,6,0.03,2,0.01,6,0.03,6,0.03,8,0.04,8,0.04,5,0.03,7,0.04,12,0.06,3,0.02,10,0.05,9,0.05,6,0.03,6,0.03,4,0.02,8,0.04,6,0.03,9,0.05
兵庫県,42,0.33,0,0,3,0.02,9,0.07,3,0.02,2,0.02,1,0.01,2,0.02,0,0,4,0.03,0,0,1,0.01,1,0.01,2,0.02,1,0.01,2,0.02,1,0.01,4,0.03,3,0.02,3,0.02
奈良県,9,0.26,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,1,0.03,0,0
和歌山県,13,0.43,2,0.07,0,0,0,0,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,1,0.03,0,0,1,0.03
鳥取県,5,0.26,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,1,0.05,0,0,0,0,1,0.05
島根県,9,0.39,0,0,0,0,1,0.04,0,0,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,2,0.09,1,0.04,0,0,0,0
岡山県,40,0.74,0,0,1,0.02,1,0.02,3,0.06,0,0,3,0.06,3,0.06,3,0.06,1,0.02,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,9,0.17,4,0.07,1,0.02,0,0,3,0.06
広島県,19,0.27,1,0.01,0,0,1,0.01,0,0,3,0.04,0,0,0,0,0,0,3,0.04,3,0.04,4,0.06,0,0,0,0,0,0,2,0.03,2,0.03,0,0,0,0,0,0
山口県,21,0.48,1,0.02,2,0.04,0,0,0,0,1,0.02,2,0.04,1,0.02,0,0,1,0.02,2,0.04,2,0.04,0,0,1,0.02,0,0,1,0.02,3,0.07,2,0.05,1,0.02,1,0.02
徳島県,9,0.39,0,0,0,0,0,0,0,0,2,0.09,2,0.09,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04
香川県,14,0.5,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04,0,0,1,0.04,2,0.07,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,0,0
愛媛県,25,0.69,3,0.08,0,0,1,0.03,1,0.03,2,0.05,1,0.03,2,0.05,0,0,2,0.05,3,0.08,1,0.03,1,0.03,4,0.11,0,0,0,0,0,0,1,0.03,1,0.03,2,0.05
高知県,4,0.15,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0
福岡県,85,0.71,1,0.01,3,0.03,2,0.02,2,0.02,5,0.04,4,0.03,3,0.03,4,0.03,2,0.02,5,0.04,5,0.04,4,0.03,4,0.03,3,0.03,7,0.06,10,0.08,7,0.06,6,0.05,8,0.07
佐賀県,14,0.61,1,0.04,0,0,3,0.13,0,0,0,0,0,0,0,0,0,0,2,0.09,0,0,0,0,1,0.04,2,0.09,2,0.09,0,0,2,0.09,0,0,0,0,1,0.04
長崎県,36,0.82,1,0.02,0,0,6,0.14,2,0.05,4,0.09,1,0.02,1,0.02,1,0.02,5,0.11,0,0,1,0.02,4,0.09,0,0,0,0,1,0.02,1,0.02,4,0.09,1,0.02,3,0.07
熊本県,41,0.84,2,0.04,1,0.02,3,0.06,1,0.02,2,0.04,1,0.02,4,0.08,1,0.02,1,0.02,0,0,2,0.04,1,0.02,3,0.06,5,0.1,7,0.15,0,0,3,0.06,3,0.06,1,0.02
大分県,34,0.94,1,0.03,2,0.06,1,0.03,0,0,2,0.06,5,0.14,5,0.14,2,0.06,0,0,1,0.03,2,0.06,3,0.08,0,0,3,0.08,2,0.06,2,0.06,1,0.03,0,0,2,0.06
宮崎県,31,0.89,3,0.08,1,0.03,4,0.11,2,0.06,1,0.03,4,0.11,0,0,1,0.03,1,0.03,2,0.06,1,0.03,2,0.06,1,0.03,3,0.08,0,0,0,0,1,0.03,4,0.11,0,0
鹿児島県,60,1.13,1,0.02,2,0.04,4,0.07,1,0.02,4,0.07,0,0,3,0.06,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,5,0.1,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,6,0.11
沖縄県,23,0.72,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,3,0.09,3,0.09,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,3,0.09,2,0.06,0,0,3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,130,0.19,4,0.01,15,0.02,5,0.01,6,0.01,3,0,7,0.01,5,0.01,5,0.01,9,0.01,5,0.01,3,0,8,0.01,3,0,4,0.01,7,0.01,12,0.02,10,0.01,7,0.01,12,0.02
北海道,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0
