報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,
2025年08週(02月17日～02月23日),2025年02月26日作成,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,6,0.08,2,0.03,0,0,0,0,1,0.01,1,0.01,2,0.03,0,0,0,0
栃木県,3,0.07,0,0,0,0,0,0,2,0.04,0,0,1,0.02,0,0,0,0
群馬県,5,0.1,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,2,0.04,0,0
埼玉県,14,0.09,1,0.01,0,0,3,0.02,3,0.02,2,0.01,3,0.02,0,0,2,0.01
千葉県,5,0.04,0,0,1,0.01,2,0.02,0,0,1,0.01,0,0,1,0.01,0,0
東京都,12,0.05,0,0,3,0.01,3,0.01,2,0.01,2,0.01,1,0,0,0,1,0
神奈川県,11,0.05,0,0,3,0.01,0,0,1,0,3,0.01,3,0.01,1,0,0,0
新潟県,3,0.05,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0
富山県,8,0.29,1,0.04,0,0,1,0.03,2,0.07,2,0.07,1,0.03,1,0.03,0,0
石川県,5,0.17,0,0,1,0.03,0,0,1,0.03,2,0.07,1,0.03,0,0,0,0
福井県,5,0.2,1,0.04,1,0.04,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,8,0.15,0,0,0,0,2,0.04,0,0,0,0,3,0.06,2,0.04,1,0.02
岐阜県,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0
静岡県,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,1,0.01
愛知県,3,0.02,0,0,2,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0
三重県,3,0.07,0,0,2,0.04,0,0,0,0,0,0,0,0,1,0.02,0,0
滋賀県,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0
京都府,3,0.04,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,0,0
大阪府,10,0.05,0,0,1,0.01,4,0.02,0,0,1,0.01,1,0.01,0,0,3,0.02
兵庫県,6,0.05,0,0,0,0,0,0,3,0.02,0,0,1,0.01,1,0.01,1,0.01
奈良県,2,0.06,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04
岡山県,5,0.09,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,0,0,0,0
広島県,3,0.04,0,0,0,0,2,0.03,0,0,0,0,0,0,1,0.01,0,0
山口県,3,0.07,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0
徳島県,2,0.09,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0
香川県,4,0.14,0,0,2,0.07,0,0,1,0.04,0,0,1,0.04,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0
福岡県,8,0.07,1,0.01,0,0,2,0.02,1,0.01,1,0.01,2,0.02,1,0.01,0,0
佐賀県,4,0.18,0,0,0,0,2,0.09,1,0.04,0,0,0,0,1,0.04,0,0
長崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
熊本県,10,0.2,0,0,2,0.04,0,0,1,0.02,3,0.06,1,0.02,0,0,3,0.06
大分県,7,0.19,0,0,0,0,0,0,0,0,3,0.08,2,0.06,1,0.03,1,0.03
宮崎県,5,0.14,0,0,0,0,0,0,0,0,0,0,2,0.06,1,0.03,2,0.06
鹿児島県,3,0.06,1,0.02,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0
沖縄県,3,0.09,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03
,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,707,0.23,38,0.01,84,0.03,96,0.03,90,0.03,96,0.03,90,0.03,113,0.04,100,0.03
北海道,27,0.2,3,0.03,3,0.02,4,0.03,4,0.03,3,0.02,3,0.02,5,0.04,2,0.01
青森県,8,0.22,0,0,0,0,1,0.03,2,0.05,1,0.03,2,0.05,1,0.03,1,0.03
岩手県,8,0.21,2,0.05,1,0.03,0,0,1,0.03,2,0.05,2,0.05,0,0,0,0
宮城県,20,0.36,1,0.02,1,0.02,8,0.15,2,0.04,2,0.04,1,0.02,4,0.07,1,0.02
秋田県,2,0.06,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03
山形県,6,0.24,0,0,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,3,0.12
福島県,8,0.17,0,0,0,0,4,0.08,0,0,0,0,3,0.06,1,0.02,0,0
茨城県,8,0.11,3,0.05,2,0.03,0,0,0,0,0,0,0,0,1,0.01,2,0.03
栃木県,10,0.22,1,0.03,0,0,1,0.02,3,0.06,1,0.02,0,0,2,0.04,2,0.04
群馬県,14,0.28,0,0,1,0.02,5,0.09,1,0.02,2,0.04,3,0.06,1,0.02,1,0.02
埼玉県,60,0.39,2,0.02,9,0.05,10,0.06,6,0.04,8,0.05,5,0.03,7,0.04,13,0.08
千葉県,41,0.33,1,0.01,6,0.05,3,0.02,4,0.03,9,0.07,4,0.03,9,0.07,5,0.04
東京都,71,0.28,2,0.01,10,0.04,7,0.03,11,0.04,7,0.03,11,0.04,15,0.06,8,0.03
神奈川県,73,0.33,0,0,8,0.03,6,0.03,7,0.03,16,0.07,17,0.07,10,0.04,9,0.04
新潟県,26,0.47,2,0.04,4,0.07,1,0.02,0,0,2,0.04,2,0.04,5,0.09,10,0.18
富山県,9,0.32,2,0.07,2,0.07,2,0.07,0,0,0,0,0,0,2,0.07,1,0.03
石川県,4,0.14,0,0,0,0,1,0.03,0,0,2,0.07,1,0.03,0,0,0,0
福井県,9,0.36,0,0,0,0,2,0.08,0,0,2,0.08,1,0.04,2,0.08,2,0.08
山梨県,6,0.25,0,0,2,0.08,1,0.04,3,0.13,0,0,0,0,0,0,0,0
長野県,3,0.06,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02
岐阜県,6,0.11,1,0.02,1,0.02,1,0.02,2,0.04,0,0,1,0.02,0,0,0,0
静岡県,19,0.21,0,0,4,0.04,1,0.01,3,0.03,3,0.03,2,0.02,5,0.06,1,0.01
愛知県,26,0.14,0,0,3,0.02,4,0.02,8,0.04,5,0.03,2,0.01,1,0.01,3,0.02
三重県,7,0.16,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,3,0.07
滋賀県,11,0.32,2,0.08,1,0.03,2,0.06,3,0.08,0,0,1,0.03,0,0,2,0.06
京都府,9,0.12,0,0,1,0.01,2,0.03,1,0.01,1,0.01,2,0.03,2,0.03,0,0
大阪府,37,0.2,5,0.03,5,0.03,7,0.04,3,0.02,8,0.04,0,0,4,0.03,5,0.03
兵庫県,30,0.24,0,0,6,0.05,4,0.03,4,0.03,1,0.01,4,0.03,5,0.04,6,0.05
奈良県,3,0.1,1,0.1,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0
和歌山県,3,0.11,1,0.04,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0
岡山県,27,0.5,1,0.02,5,0.09,2,0.04,1,0.02,5,0.09,3,0.06,7,0.13,3,0.06
広島県,14,0.2,0,0,0,0,3,0.04,2,0.03,1,0.01,2,0.03,2,0.03,4,0.05
山口県,4,0.09,0,0,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,1,0.02
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,5,0.18,0,0,0,0,0,0,1,0.04,0,0,2,0.07,1,0.04,1,0.04
愛媛県,9,0.26,0,0,1,0.03,0,0,1,0.03,1,0.03,2,0.06,2,0.06,2,0.06
高知県,5,0.2,0,0,2,0.08,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04
福岡県,26,0.22,4,0.03,0,0,0,0,5,0.04,4,0.03,3,0.03,6,0.05,4,0.03
佐賀県,3,0.14,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0
長崎県,10,0.23,2,0.05,1,0.02,2,0.05,1,0.02,0,0,2,0.05,0,0,2,0.05
熊本県,7,0.14,0,0,0,0,2,0.04,2,0.04,1,0.02,0,0,2,0.04,0,0
大分県,12,0.33,2,0.06,2,0.06,2,0.06,2,0.06,1,0.03,1,0.03,2,0.06,0,0
宮崎県,7,0.2,0,0,1,0.03,2,0.06,0,0,2,0.06,1,0.03,1,0.03,0,0
鹿児島県,3,0.06,0,0,1,0.02,1,0.02,0,0,0,0,0,0,1,0.02,0,0
沖縄県,10,0.31,0,0,0,0,0,0,2,0.06,4,0.13,2,0.06,2,0.06,0,0
,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,220,0.32,9,0.02,47,0.07,34,0.05,28,0.04,32,0.05,28,0.04,22,0.03,20,0.03
北海道,2,0.07,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,5,0.83,1,0.33,0,0,3,0.43,0,0,0,0,0,0,0,0,1,0.14
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,4,0.25,0,0,0,0,1,0.06,0,0,0,0,0,0,3,0.18,0,0
栃木県,2,0.18,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,68,1.74,2,0.11,17,0.4,13,0.31,9,0.21,7,0.17,9,0.21,5,0.12,6,0.14
千葉県,5,0.15,0,0,4,0.12,0,0,0,0,1,0.03,0,0,0,0,0,0
東京都,3,0.08,0,0,2,0.05,0,0,0,0,1,0.03,0,0,0,0,0,0
神奈川県,3,0.06,0,0,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.02
新潟県,14,1.4,2,0.2,2,0.2,2,0.2,3,0.3,2,0.2,0,0,1,0.1,2,0.2
富山県,11,1.83,0,0,2,0.29,2,0.29,0,0,0,0,0,0,3,0.43,4,0.57
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,10,0.29,0,0,1,0.03,2,0.06,3,0.09,2,0.06,1,0.03,0,0,1,0.03
三重県,1,0.09,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0
大阪府,16,0.33,0,0,6,0.12,3,0.06,0,0,1,0.02,5,0.1,1,0.03,0,0
兵庫県,16,0.47,0,0,2,0.06,0,0,5,0.14,4,0.11,2,0.06,2,0.06,1,0.03
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,5,1.67,0,0,2,0.5,3,0.75,0,0,0,0,0,0,0,0,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,2,0.17,1,0.08,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0
広島県,4,0.24,0,0,1,0.05,0,0,1,0.05,0,0,1,0.05,1,0.05,0,0
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,6,2,0,0,1,0.25,1,0.25,0,0,2,0.5,1,0.25,1,0.25,0,0
香川県,3,0.6,0,0,0,0,0,0,0,0,2,0.4,1,0.2,0,0,0,0
愛媛県,1,0.14,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,8,0.31,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,2,0.08,2,0.08
佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長崎県,21,2.63,1,0.13,1,0.13,3,0.38,3,0.38,8,1,2,0.25,3,0.38,0,0
熊本県,2,0.22,0,0,0,0,0,0,1,0.11,0,0,1,0.11,0,0,0,0
大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,1,0.14,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0
沖縄県,5,0.56,0,0,1,0.11,0,0,0,0,1,0.11,2,0.22,0,0,1,0.11
,,,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,3884,5.73,125,0.22,774,1.11,423,0.61,412,0.59,505,0.72,562,0.81,518,0.76,565,0.82
北海道,69,2.46,3,0.13,13,0.45,10,0.34,9,0.31,6,0.21,11,0.38,12,0.41,5,0.17
青森県,6,0.67,0,0,2,0.2,2,0.2,1,0.1,0,0,0,0,0,0,1,0.1
岩手県,68,4.86,0,0,12,0.86,9,0.64,3,0.21,7,0.5,6,0.43,19,1.36,12,0.86
宮城県,59,4.92,0,0,18,1.5,4,0.33,5,0.42,10,0.83,8,0.67,8,0.67,6,0.5
秋田県,15,2.5,3,1,4,0.57,0,0,1,0.14,0,0,2,0.29,3,0.43,2,0.29
山形県,55,7.86,0,0,1,0.13,2,0.25,8,1,17,2.13,10,1.25,15,1.88,2,0.25
福島県,195,15,13,1,30,2.31,10,0.77,19,1.46,16,1.23,36,2.77,28,2.15,43,3.31
茨城県,321,20.06,12,1,66,3.88,35,2.06,37,2.18,44,2.59,38,2.24,36,2.12,53,3.12
栃木県,78,7.09,1,0.11,23,1.92,9,0.75,6,0.5,10,0.83,5,0.42,11,0.92,13,1.08
群馬県,53,4.08,1,0.17,14,1,6,0.43,6,0.43,9,0.64,6,0.43,5,0.36,6,0.43
埼玉県,151,3.87,5,0.28,37,0.88,20,0.48,14,0.33,22,0.52,20,0.48,9,0.21,24,0.57
千葉県,204,6.18,4,0.14,44,1.29,35,1,24,0.69,16,0.47,34,0.97,25,0.74,22,0.65
東京都,164,4.43,12,0.4,37,0.95,20,0.51,21,0.54,19,0.49,20,0.51,15,0.38,20,0.51
神奈川県,355,7.4,5,0.14,79,1.55,41,0.82,48,0.96,43,0.84,63,1.31,36,0.71,40,0.83
新潟県,40,4,1,0.1,9,0.9,3,0.3,8,0.8,8,0.8,2,0.2,2,0.2,7,0.7
富山県,13,2.17,0,0,3,0.43,3,0.43,1,0.14,2,0.29,1,0.14,2,0.29,1,0.14
石川県,88,12.57,6,0.86,25,3.57,9,1.29,8,1.14,11,1.57,17,2.43,5,0.71,7,1
福井県,4,1.33,0,0,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,166,18.44,0,0,31,3.44,19,2.11,17,1.89,25,2.78,36,4,17,1.89,21,2.33
長野県,219,24.33,12,2,38,3.8,25,2.5,18,1.8,29,2.9,29,2.9,33,3.3,35,3.5
岐阜県,5,0.45,0,0,2,0.18,1,0.09,0,0,0,0,0,0,2,0.18,0,0
静岡県,49,2.33,4,0.18,10,0.48,6,0.27,3,0.14,6,0.27,4,0.18,8,0.36,8,0.36
愛知県,48,1.37,0,0,13,0.37,2,0.06,8,0.23,6,0.17,8,0.23,6,0.17,5,0.14
三重県,7,0.64,0,0,1,0.08,0,0,0,0,0,0,4,0.33,0,0,2,0.17
滋賀県,4,0.44,0,0,0,0,0,0,0,0,0,0,1,0.11,1,0.11,2,0.22
京都府,43,2.69,0,0,4,0.25,10,0.59,6,0.35,7,0.39,5,0.29,8,0.44,3,0.18
大阪府,101,2.06,0,0,26,0.5,12,0.23,13,0.25,16,0.31,6,0.12,7,0.2,21,0.4
兵庫県,191,5.62,6,0.21,41,1.17,18,0.51,22,0.63,31,0.89,26,0.74,27,0.77,20,0.57
奈良県,27,3,0,0,5,0.5,2,0.2,6,0.6,4,0.4,1,0.1,6,0.6,3,0.3
和歌山県,12,4,0,0,6,1.5,4,1,1,0.25,1,0.25,0,0,0,0,0,0
鳥取県,4,0.8,0,0,2,0.4,2,0.4,0,0,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,44,3.67,1,0.08,11,0.92,3,0.25,1,0.08,4,0.33,8,0.67,7,0.58,9,0.75
広島県,191,11.24,2,0.2,43,2.26,16,0.84,13,0.68,30,1.58,32,1.68,30,1.58,25,1.32
山口県,53,5.89,0,0,20,2.22,3,0.33,4,0.44,8,0.89,8,0.89,2,0.22,8,0.89
徳島県,2,0.67,0,0,0,0,0,0,1,0.25,1,0.25,0,0,0,0,0,0
香川県,12,2.4,0,0,3,0.6,5,1,0,0,0,0,0,0,1,0.2,3,0.6
愛媛県,166,23.71,4,0.67,26,3.25,16,2,19,2.38,20,2.5,29,3.63,24,3,28,4
高知県,3,1,0,0,1,0.33,0,0,1,0.33,0,0,0,0,0,0,1,0.33
福岡県,74,2.85,4,0.15,11,0.42,8,0.31,9,0.35,8,0.31,8,0.31,18,0.69,8,0.31
佐賀県,5,1.67,0,0,0,0,1,0.25,0,0,0,0,1,0.25,3,0.75,0,0
長崎県,110,13.75,8,1,15,1.88,21,2.63,12,1.5,13,1.63,11,1.38,14,1.75,16,2
熊本県,76,8.44,4,0.44,14,1.56,11,1.22,8,0.89,7,0.78,12,1.33,14,1.56,6,0.67
大分県,31,6.2,10,2,4,0.8,3,0.6,2,0.4,3,0.6,4,0.8,2,0.4,3,0.6
宮崎県,29,5.8,1,0.25,2,0.33,1,0.17,8,1.33,6,1,6,1,3,0.5,2,0.33
鹿児島県,44,6.29,3,0.43,4,0.57,3,0.43,8,1.14,5,0.71,3,0.43,8,1.14,10,1.43
沖縄県,230,25.56,0,0,20,2.22,13,1.44,13,1.44,35,3.89,41,4.56,46,5.11,62,6.89
,,,,,,,,,,,,,,,,,,
細菌性髄膜炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,73,0.15,8,0.02,10,0.02,12,0.02,8,0.02,8,0.02,9,0.02,7,0.01,11,0.02
北海道,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0
青森県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0
岩手県,3,0.16,0,0,1,0.05,0,0,0,0,0,0,2,0.11,0,0,0,0
宮城県,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
秋田県,1,0.13,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0
山形県,1,0.1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,2,0.29,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0
群馬県,2,0.22,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,1,0.11
埼玉県,3,0.25,0,0,1,0.08,1,0.08,0,0,0,0,0,0,1,0.08,0,0
千葉県,4,0.44,0,0,1,0.11,0,0,1,0.11,1,0.11,0,0,0,0,1,0.11
東京都,4,0.17,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,1,0.04,0,0
神奈川県,5,0.42,0,0,0,0,0,0,1,0.08,0,0,1,0.08,2,0.17,1,0.08
新潟県,1,0.08,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0
富山県,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,1,0.17,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0
山梨県,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,1,0.08,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0
岐阜県,2,0.4,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0
静岡県,2,0.2,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1
愛知県,2,0.13,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,1,0.07
三重県,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,1,0.11
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,3,0.18,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,1,0.06
兵庫県,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良県,5,0.83,0,0,1,0.17,1,0.17,0,0,0,0,2,0.33,1,0.17,0,0
和歌山県,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,2,0.4,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,0.2
島根県,1,0.13,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0
岡山県,2,0.4,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0
広島県,2,0.1,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,2,0.29,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0
香川県,1,0.25,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,2,0.13,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0
佐賀県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0
長崎県,2,0.17,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0
熊本県,1,0.07,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0
大分県,2,0.18,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,1,0.09
宮崎県,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,2,0.29,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,1,0.14
,,,,,,,,,,,,,,,,,,
無菌性髄膜炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,86,0.18,7,0.01,16,0.03,10,0.02,15,0.03,7,0.01,12,0.02,4,0.01,15,0.03
北海道,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0
青森県,7,1.17,0,0,1,0.17,0,0,3,0.5,0,0,3,0.5,0,0,0,0
岩手県,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,1,0.14,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0
茨城県,2,0.15,0,0,0,0,1,0.08,1,0.08,0,0,0,0,0,0,0,0
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,2,0.22,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,6,0.5,1,0.08,1,0.08,1,0.08,1,0.08,0,0,1,0.08,0,0,1,0.08
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,5,0.21,1,0.04,3,0.12,1,0.04,0,0,0,0,0,0,0,0,0,0
神奈川県,7,0.58,0,0,1,0.08,1,0.08,3,0.25,1,0.08,0,0,0,0,1,0.08
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
福井県,3,0.5,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,2,0.33
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,5,1,2,0.4,2,0.4,0,0,1,0.2,0,0,0,0,0,0,0,0
静岡県,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
愛知県,3,0.2,0,0,1,0.07,0,0,1,0.07,0,0,0,0,1,0.07,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,9,0.53,0,0,1,0.06,1,0.06,2,0.11,2,0.11,1,0.06,2,0.14,0,0
兵庫県,6,0.43,1,0.07,0,0,2,0.14,0,0,0,0,1,0.07,0,0,2,0.14
奈良県,2,0.33,0,0,1,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,4,0.8,0,0,1,0.2,0,0,0,0,0,0,2,0.4,0,0,1,0.2
