報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,
2025年07週(02月10日～02月16日),2025年02月19日作成,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
山梨県,6,0.25,0,0,2,0.08,1,0.04,3,0.13,0,0,0,0,0,0
長野県,2,0.04,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0
岐阜県,6,0.11,1,0.02,1,0.02,1,0.02,2,0.04,0,0,1,0.02,0,0
静岡県,18,0.2,0,0,4,0.04,1,0.01,3,0.03,3,0.03,2,0.02,5,0.06
愛知県,23,0.13,0,0,3,0.02,4,0.02,8,0.04,5,0.03,2,0.01,1,0.01
三重県,4,0.09,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0
滋賀県,9,0.26,2,0.08,1,0.03,2,0.06,3,0.08,0,0,1,0.03,0,0
京都府,9,0.12,0,0,1,0.01,2,0.03,1,0.01,1,0.01,2,0.03,2,0.03
大阪府,32,0.17,5,0.03,5,0.03,7,0.04,3,0.02,8,0.04,0,0,4,0.02
兵庫県,24,0.19,0,0,6,0.05,4,0.03,4,0.03,1,0.01,4,0.03,5,0.04
奈良県,3,0.1,1,0.1,0,0,1,0.03,1,0.03,0,0,0,0,0,0
和歌山県,2,0.13,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0
岡山県,24,0.44,1,0.02,5,0.09,2,0.04,1,0.02,5,0.09,3,0.06,7,0.13
広島県,10,0.14,0,0,0,0,3,0.04,2,0.03,1,0.01,2,0.03,2,0.03
山口県,3,0.07,0,0,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,4,0.14,0,0,0,0,0,0,1,0.04,0,0,2,0.07,1,0.04
愛媛県,7,0.21,0,0,1,0.03,0,0,1,0.03,1,0.03,2,0.06,2,0.06
高知県,4,0.16,0,0,2,0.08,0,0,1,0.04,0,0,0,0,1,0.04
福岡県,21,0.18,4,0.03,0,0,0,0,5,0.04,4,0.03,3,0.03,5,0.04
佐賀県,3,0.14,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04
長崎県,8,0.18,2,0.05,1,0.02,2,0.05,1,0.02,0,0,2,0.05,0,0
熊本県,7,0.14,0,0,0,0,2,0.04,2,0.04,1,0.02,0,0,2,0.04
大分県,12,0.33,2,0.06,2,0.06,2,0.06,2,0.06,1,0.03,1,0.03,2,0.06
宮崎県,7,0.2,0,0,1,0.03,2,0.06,0,0,2,0.06,1,0.03,1,0.03
鹿児島県,3,0.06,0,0,1,0.02,1,0.02,0,0,0,0,0,0,1,0.02
沖縄県,10,0.31,0,0,0,0,0,0,2,0.06,4,0.13,2,0.06,2,0.06
,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,195,0.29,9,0.02,45,0.07,31,0.04,28,0.04,32,0.05,28,0.04,22,0.03
北海道,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,4,0.67,1,0.33,0,0,3,0.43,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,4,0.25,0,0,0,0,1,0.06,0,0,0,0,0,0,3,0.18
栃木県,2,0.18,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,62,1.63,2,0.11,17,0.4,13,0.31,9,0.21,7,0.17,9,0.21,5,0.12
千葉県,5,0.15,0,0,4,0.12,0,0,0,0,1,0.03,0,0,0,0
東京都,3,0.08,0,0,2,0.05,0,0,0,0,1,0.03,0,0,0,0
神奈川県,2,0.04,0,0,1,0.02,0,0,1,0.02,0,0,0,0,0,0
新潟県,12,1.2,2,0.2,2,0.2,2,0.2,3,0.3,2,0.2,0,0,1,0.1
富山県,7,1.17,0,0,2,0.29,2,0.29,0,0,0,0,0,0,3,0.43
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,9,0.26,0,0,1,0.03,2,0.06,3,0.09,2,0.06,1,0.03,0,0
三重県,1,0.09,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0
大阪府,16,0.31,0,0,6,0.12,3,0.06,0,0,1,0.02,5,0.1,1,0.02
兵庫県,15,0.44,0,0,2,0.06,0,0,5,0.14,4,0.11,2,0.06,2,0.06
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,2,0.17,1,0.08,0,0,0,0,0,0,0,0,1,0.08,0,0
広島県,4,0.24,0,0,1,0.05,0,0,1,0.05,0,0,1,0.05,1,0.05
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,6,2,0,0,1,0.25,1,0.25,0,0,2,0.5,1,0.25,1,0.25
香川県,3,0.6,0,0,0,0,0,0,0,0,2,0.4,1,0.2,0,0
愛媛県,1,0.14,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,6,0.23,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,2,0.08
佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長崎県,21,2.63,1,0.13,1,0.13,3,0.38,3,0.38,8,1,2,0.25,3,0.38
熊本県,2,0.22,0,0,0,0,0,0,1,0.11,0,0,1,0.11,0,0
大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,1,0.14,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0
沖縄県,4,0.44,0,0,1,0.11,0,0,0,0,1,0.11,2,0.22,0,0
,,,,,,,,,,,,,,,,
流行性角結膜炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,3306,4.89,125,0.22,768,1.11,419,0.61,412,0.59,504,0.72,560,0.81,518,0.74
北海道,64,2.29,3,0.13,13,0.45,10,0.34,9,0.31,6,0.21,11,0.38,12,0.41
青森県,5,0.56,0,0,2,0.2,2,0.2,1,0.1,0,0,0,0,0,0
岩手県,56,4,0,0,12,0.86,9,0.64,3,0.21,7,0.5,6,0.43,19,1.36
宮城県,53,4.42,0,0,18,1.5,4,0.33,5,0.42,10,0.83,8,0.67,8,0.67
秋田県,13,2.17,3,1,4,0.57,0,0,1,0.14,0,0,2,0.29,3,0.43
山形県,53,7.57,0,0,1,0.13,2,0.25,8,1,17,2.13,10,1.25,15,1.88
福島県,152,11.69,13,1,30,2.31,10,0.77,19,1.46,16,1.23,36,2.77,28,2.15
茨城県,268,16.75,12,1,66,3.88,35,2.06,37,2.18,44,2.59,38,2.24,36,2.12
栃木県,65,5.91,1,0.11,23,1.92,9,0.75,6,0.5,10,0.83,5,0.42,11,0.92
群馬県,47,3.92,1,0.17,14,1,6,0.43,6,0.43,9,0.64,6,0.43,5,0.36
埼玉県,127,3.34,5,0.28,37,0.88,20,0.48,14,0.33,22,0.52,20,0.48,9,0.21
千葉県,181,5.48,4,0.14,44,1.29,35,1,24,0.69,16,0.47,33,0.94,25,0.74
東京都,144,3.89,12,0.4,37,0.95,20,0.51,21,0.54,19,0.49,20,0.51,15,0.38
神奈川県,312,6.64,5,0.15,79,1.58,41,0.84,48,0.98,42,0.84,62,1.32,35,0.7
新潟県,33,3.3,1,0.1,9,0.9,3,0.3,8,0.8,8,0.8,2,0.2,2,0.2
富山県,12,2,0,0,3,0.43,3,0.43,1,0.14,2,0.29,1,0.14,2,0.29
石川県,81,11.57,6,0.86,25,3.57,9,1.29,8,1.14,11,1.57,17,2.43,5,0.71
福井県,4,1.33,0,0,4,1.33,0,0,0,0,0,0,0,0,0,0
山梨県,145,16.11,0,0,31,3.44,19,2.11,17,1.89,25,2.78,36,4,17,1.89
長野県,184,20.44,12,2,38,3.8,25,2.5,18,1.8,29,2.9,29,2.9,33,3.3
岐阜県,5,0.45,0,0,2,0.18,1,0.09,0,0,0,0,0,0,2,0.18
静岡県,41,1.95,4,0.18,10,0.48,6,0.27,3,0.14,6,0.27,4,0.18,8,0.36
愛知県,43,1.23,0,0,13,0.37,2,0.06,8,0.23,6,0.17,8,0.23,6,0.17
三重県,5,0.45,0,0,1,0.08,0,0,0,0,0,0,4,0.33,0,0
滋賀県,2,0.22,0,0,0,0,0,0,0,0,0,0,1,0.11,1,0.11
京都府,40,2.5,0,0,4,0.25,10,0.59,6,0.35,7,0.39,5,0.29,8,0.44
大阪府,81,1.56,0,0,26,0.5,12,0.23,13,0.25,16,0.31,6,0.12,8,0.15
兵庫県,171,5.03,6,0.21,41,1.17,18,0.51,22,0.63,31,0.89,26,0.74,27,0.77
奈良県,24,2.67,0,0,5,0.5,2,0.2,6,0.6,4,0.4,1,0.1,6,0.6
和歌山県,2,1,0,0,0,0,0,0,1,0.25,1,0.25,0,0,0,0
鳥取県,4,0.8,0,0,2,0.4,2,0.4,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,35,2.92,1,0.08,11,0.92,3,0.25,1,0.08,4,0.33,8,0.67,7,0.58
広島県,166,9.76,2,0.2,43,2.26,16,0.84,13,0.68,30,1.58,32,1.68,30,1.58
山口県,45,5,0,0,20,2.22,3,0.33,4,0.44,8,0.89,8,0.89,2,0.22
徳島県,2,0.67,0,0,0,0,0,0,1,0.25,1,0.25,0,0,0,0
香川県,9,1.8,0,0,3,0.6,5,1,0,0,0,0,0,0,1,0.2
愛媛県,138,19.71,4,0.67,26,3.25,16,2,19,2.38,20,2.5,29,3.63,24,3
高知県,2,0.67,0,0,1,0.33,0,0,1,0.33,0,0,0,0,0,0
福岡県,66,2.54,4,0.15,11,0.42,8,0.31,9,0.35,8,0.31,8,0.31,18,0.69
佐賀県,5,1.67,0,0,0,0,1,0.25,0,0,0,0,1,0.25,3,0.75
長崎県,94,11.75,8,1,15,1.88,21,2.63,12,1.5,13,1.63,11,1.38,14,1.75
熊本県,70,7.78,4,0.44,14,1.56,11,1.22,8,0.89,7,0.78,12,1.33,14,1.56
大分県,28,5.6,10,2,4,0.8,3,0.6,2,0.4,3,0.6,4,0.8,2,0.4
宮崎県,27,5.4,1,0.25,2,0.33,1,0.17,8,1.33,6,1,6,1,3,0.5
鹿児島県,34,4.86,3,0.43,4,0.57,3,0.43,8,1.14,5,0.71,3,0.43,8,1.14
沖縄県,168,18.67,0,0,20,2.22,13,1.44,13,1.44,35,3.89,41,4.56,46,5.11
,,,,,,,,,,,,,,,,
細菌性髄膜炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,60,0.13,8,0.02,9,0.02,12,0.03,8,0.02,8,0.02,9,0.02,6,0.01
北海道,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0
青森県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0
岩手県,3,0.16,0,0,1,0.05,0,0,0,0,0,0,2,0.11,0,0
宮城県,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0
秋田県,1,0.13,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0
山形県,1,0.1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,2,0.29,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0
群馬県,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0
埼玉県,3,0.25,0,0,1,0.08,1,0.08,0,0,0,0,0,0,1,0.08
千葉県,3,0.33,0,0,1,0.11,0,0,1,0.11,1,0.11,0,0,0,0
東京都,3,0.12,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0
神奈川県,4,0.33,0,0,0,0,0,0,1,0.08,0,0,1,0.08,2,0.17
新潟県,1,0.08,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0
富山県,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,1,0.17,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0
山梨県,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
長野県,1,0.08,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0
岐阜県,2,0.4,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
静岡県,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0
愛知県,1,0.07,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0
三重県,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,2,0.11,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0
兵庫県,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0
奈良県,5,0.83,0,0,1,0.17,1,0.17,0,0,0,0,2,0.33,1,0.17
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
島根県,1,0.13,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0
岡山県,2,0.4,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0
広島県,1,0.05,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,2,0.29,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0
香川県,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,2,0.13,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0
佐賀県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0
長崎県,2,0.17,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08
熊本県,1,0.07,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0
大分県,1,0.09,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0
宮崎県,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
無菌性髄膜炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,71,0.15,7,0.01,16,0.03,10,0.02,15,0.03,7,0.01,12,0.02,4,0.01
北海道,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0
青森県,7,1.17,0,0,1,0.17,0,0,3,0.5,0,0,3,0.5,0,0
岩手県,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,1,0.14,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0
茨城県,2,0.15,0,0,0,0,1,0.08,1,0.08,0,0,0,0,0,0
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,2,0.22,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0
埼玉県,5,0.42,1,0.08,1,0.08,1,0.08,1,0.08,0,0,1,0.08,0,0
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,5,0.2,1,0.04,3,0.12,1,0.04,0,0,0,0,0,0,0,0
神奈川県,6,0.5,0,0,1,0.08,1,0.08,3,0.25,1,0.08,0,0,0,0
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
福井県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,5,1,2,0.4,2,0.4,0,0,1,0.2,0,0,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,3,0.2,0,0,1,0.07,0,0,1,0.07,0,0,0,0,1,0.07
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,9,0.5,0,0,1,0.06,1,0.06,2,0.11,2,0.11,1,0.06,2,0.11
兵庫県,4,0.29,1,0.07,0,0,2,0.14,0,0,0,0,1,0.07,0,0
奈良県,2,0.33,0,0,1,0.17,1,0.17,0,0,0,0,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,3,0.6,0,0,1,0.2,0,0,0,0,0,0,2,0.4,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
広島県,2,0.1,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0.05
山口県,1,0.11,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,1,0.13,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0
福岡県,1,0.07,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0
佐賀県,1,0.17,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0
長崎県,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0
熊本県,1,0.07,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0
大分県,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,1,0.14,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0
,,,,,,,,,,,,,,,,
マイコプラズマ肺炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,2316,4.87,362,0.77,523,1.11,406,0.86,302,0.63,296,0.62,226,0.47,201,0.42
北海道,126,5.48,13,0.57,39,1.7,23,1,19,0.83,14,0.61,11,0.48,7,0.3
青森県,60,10,5,0.83,16,2.67,10,1.67,9,1.5,12,2,2,0.33,6,1
岩手県,96,5.05,26,1.37,16,0.84,16,0.84,12,0.63,13,0.68,9,0.47,4,0.21
宮城県,35,3.5,5,0.5,8,0.8,4,0.4,7,0.7,5,0.5,4,0.4,2,0.2
秋田県,38,4.75,4,0.5,10,1.25,4,0.5,6,0.75,5,0.63,4,0.5,5,0.63
山形県,63,6.3,10,1,12,1.2,10,1,8,0.8,7,0.7,8,0.8,8,0.8
福島県,36,5.14,6,0.86,8,1.14,6,0.86,3,0.43,3,0.43,5,0.71,5,0.71
茨城県,64,4.92,13,1,18,1.38,12,0.92,2,0.15,11,0.85,5,0.38,3,0.23
栃木県,21,3,2,0.29,4,0.57,4,0.57,2,0.29,6,0.86,2,0.29,1,0.14
群馬県,50,5.56,5,0.56,9,1,8,0.89,5,0.56,11,1.22,7,0.78,5,0.56
埼玉県,90,7.5,24,2,19,1.58,11,0.92,10,0.83,9,0.75,6,0.5,11,0.92
千葉県,22,2.44,5,0.56,6,0.67,4,0.44,1,0.11,2,0.22,3,0.33,1,0.11
東京都,100,4,17,0.68,26,1.04,15,0.6,14,0.56,11,0.44,8,0.32,9,0.36
神奈川県,24,2,2,0.17,10,0.83,1,0.08,3,0.25,5,0.42,1,0.08,2,0.17
新潟県,92,7.08,16,1.23,18,1.38,17,1.31,12,0.92,12,0.92,12,0.92,5,0.38
富山県,25,5,0,0,5,1,5,1,3,0.6,3,0.6,6,1.2,3,0.6
石川県,24,4.8,7,1.4,5,1,6,1.2,2,0.4,1,0.2,0,0,3,0.6
福井県,64,10.67,4,0.67,7,1.17,8,1.33,12,2,17,2.83,9,1.5,7,1.17
山梨県,25,2.5,5,0.5,4,0.4,4,0.4,5,0.5,3,0.3,1,0.1,3,0.3
長野県,54,4.5,3,0.25,15,1.25,4,0.33,6,0.5,7,0.58,13,1.08,6,0.5
岐阜県,46,9.2,10,2,9,1.8,9,1.8,6,1.2,8,1.6,2,0.4,2,0.4
静岡県,34,3.4,4,0.4,15,1.5,6,0.6,2,0.2,5,0.5,1,0.1,1,0.1
愛知県,88,5.87,10,0.67,21,1.4,16,1.07,8,0.53,11,0.73,12,0.8,10,0.67
三重県,41,4.56,2,0.22,6,0.67,12,1.33,7,0.78,7,0.78,4,0.44,3,0.33
滋賀県,12,1.71,0,0,3,0.43,3,0.43,1,0.14,1,0.14,1,0.14,3,0.43
京都府,44,6.29,6,0.86,10,1.43,12,1.71,2,0.29,9,1.29,2,0.29,3,0.43
大阪府,59,3.28,7,0.39,12,0.67,10,0.56,8,0.44,9,0.5,9,0.5,4,0.22
兵庫県,158,11.29,13,0.93,43,3.07,49,3.5,33,2.36,7,0.5,7,0.5,6,0.43
奈良県,31,5.17,6,1,5,0.83,3,0.5,2,0.33,8,1.33,4,0.67,3,0.5
和歌山県,11,1.83,0,0,0,0,0,0,7,0.64,1,0.09,2,0.18,1,0.09
鳥取県,24,4.8,7,1.4,3,0.6,7,1.4,3,0.6,2,0.4,2,0.4,0,0
島根県,36,4.5,4,0.5,6,0.75,7,0.88,5,0.63,5,0.63,4,0.5,5,0.63
岡山県,26,5.2,17,3.4,3,0.6,2,0.4,1,0.2,1,0.2,0,0,2,0.4
広島県,160,8,50,2.5,29,1.45,25,1.25,16,0.8,11,0.55,9,0.45,20,1
山口県,27,3,5,0.56,7,0.78,3,0.33,4,0.44,2,0.22,2,0.22,4,0.44
徳島県,10,1.43,0,0,3,0.43,1,0.14,3,0.43,0,0,0,0,3,0.43
香川県,18,3.6,8,1.6,5,1,0,0,0,0,2,0.4,2,0.4,1,0.2
愛媛県,31,5.17,2,0.33,3,0.5,10,1.67,5,0.83,3,0.5,4,0.67,4,0.67
高知県,51,6.38,3,0.38,15,1.88,8,1,6,0.75,8,1,8,1,3,0.38
福岡県,94,6.27,10,0.67,27,1.8,18,1.2,12,0.8,11,0.73,9,0.6,7,0.47
佐賀県,28,4.67,5,0.83,4,0.67,6,1,4,0.67,4,0.67,1,0.17,4,0.67
長崎県,47,3.92,6,0.5,10,0.83,10,0.83,6,0.5,6,0.5,3,0.25,6,0.5
熊本県,40,2.67,5,0.33,9,0.6,6,0.4,3,0.2,6,0.4,7,0.47,4,0.27
大分県,17,1.55,1,0.09,2,0.18,5,0.45,2,0.18,2,0.18,3,0.27,2,0.18
宮崎県,22,3.14,2,0.29,7,1,0,0,6,0.86,1,0.14,4,0.57,2,0.29
鹿児島県,41,3.42,4,0.33,9,0.75,6,0.5,7,0.58,7,0.58,8,0.67,0,0
沖縄県,11,1.57,3,0.43,2,0.29,0,0,2,0.29,2,0.29,0,0,2,0.29
,,,,,,,,,,,,,,,,
クラミジア肺炎,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,10,0.02,0,0,2,0,3,0.01,3,0.01,1,0,1,0,0,0
北海道,2,0.09,0,0,0,0,1,0.04,0,0,1,0.04,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0
埼玉県,2,0.17,0,0,0,0,0,0,2,0.17,0,0,0,0,0,0
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,2,0.33,0,0,1,0.17,0,0,1,0.17,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
